Date,Price
2021-11-15 18:01:20+00:00,8.107282799884489e-05
2021-11-15 15:26:52+00:00,8.087849034973547e-05
2021-11-15 04:48:49+00:00,8.052868708458417e-05
2021-11-15 04:43:04+00:00,8.029235157773987e-05
2021-11-15 00:49:55+00:00,8.103251356300578e-05
2021-11-14 17:15:41+00:00,8.359610503917882e-05
2021-11-14 01:25:18+00:00,8.41518656386554e-05
2021-11-14 01:16:36+00:00,8.362792091056238e-05
2021-11-13 21:23:20+00:00,8.357648866946785e-05
2021-11-13 00:13:03+00:00,8.40126162013738e-05
2021-11-12 18:35:27+00:00,8.507844167730167e-05
2021-11-11 21:13:38+00:00,8.683455484996166e-05
2021-11-11 14:12:23+00:00,8.883472682578464e-05
2021-11-11 08:45:56+00:00,8.871794464187954e-05
2021-11-10 23:38:14+00:00,8.802354264181436e-05
2021-11-10 16:45:32+00:00,8.397536104132692e-05
2021-11-10 15:57:11+00:00,8.538950892920335e-05
2021-11-10 08:28:01+00:00,8.875784472351323e-05
2021-11-10 02:03:05+00:00,8.298158178367095e-05
2021-11-10 01:51:50+00:00,7.82286793686718e-05
2021-11-10 01:51:20+00:00,7.518983705926186e-05
2021-11-10 01:47:17+00:00,7.23246196240354e-05
2021-11-09 18:38:33+00:00,7.075272812429349e-05
2021-11-09 18:36:09+00:00,7.400416237309776e-05
2021-11-09 18:31:11+00:00,8.056776475996521e-05
2021-11-08 12:41:15+00:00,8.491489197231607e-05
2021-11-08 11:04:24+00:00,8.73971415880552e-05
2021-11-06 19:01:41+00:00,8.901816392508247e-05
2021-11-06 18:01:08+00:00,8.813042323221577e-05
2021-11-06 17:03:16+00:00,8.653391041614794e-05
2021-11-06 16:59:22+00:00,8.536270190007167e-05
2021-11-06 07:41:43+00:00,8.504539057937785e-05
2021-11-06 04:40:00+00:00,8.450769056109959e-05
2021-11-06 03:34:37+00:00,8.355201281806466e-05
2021-11-06 02:45:21+00:00,8.257241842713941e-05
2021-11-06 02:44:18+00:00,8.087323899775168e-05
2021-11-06 02:39:45+00:00,7.915382656594296e-05
2021-11-06 02:36:39+00:00,7.864076558267978e-05
2021-11-06 02:00:13+00:00,7.83957955330142e-05
2021-11-05 23:55:04+00:00,8.112844518254834e-05
2021-11-05 23:54:22+00:00,8.628041531606123e-05
2021-11-05 22:25:31+00:00,9.479627776304129e-05
2021-11-05 21:23:42+00:00,0.00010569786324790641
2021-11-05 21:22:15+00:00,0.00011582859284832794
2021-11-05 21:20:42+00:00,0.00012742132893306193
2021-11-05 14:03:20+00:00,0.00013428782790764608
2021-11-05 12:13:04+00:00,0.0001367741617046905
2021-11-04 19:42:11+00:00,0.0001407084813638686
2021-11-04 18:50:59+00:00,0.00013915140260815743
2021-11-04 17:52:40+00:00,0.00013780226525912138
2021-11-04 14:31:10+00:00,0.00013706957057001124
2021-11-04 09:30:47+00:00,0.0001404144149416436
2021-11-03 21:59:51+00:00,0.00014711048005023873
2021-11-03 12:26:31+00:00,0.00014632498275478494
2021-11-03 07:16:59+00:00,0.00014680775502902839
2021-11-03 02:35:02+00:00,0.00014585949925368755
2021-11-03 02:33:53+00:00,0.0001419108183346561
2021-11-02 15:45:28+00:00,0.00013044082250498074
2021-11-02 11:40:06+00:00,0.00012118801730463564
2021-11-02 11:39:06+00:00,0.0001208635584178862
2021-11-02 09:08:14+00:00,0.00012140063453948095
2021-11-02 03:50:28+00:00,0.0001306809344628064
2021-11-02 03:49:01+00:00,0.000147263016588601
2021-11-01 23:43:04+00:00,0.00015233814751709258
2021-11-01 19:01:19+00:00,0.00014818687560127675
2021-11-01 14:04:07+00:00,0.0001578059310589287
2021-11-01 09:18:47+00:00,0.0001678167245108004
2021-11-01 09:14:44+00:00,0.0001691268138675791
2021-11-01 07:16:49+00:00,0.00017231900249532113
2021-10-31 23:21:05+00:00,0.0001755540857335684
2021-10-31 18:51:20+00:00,0.00017325578150542204
2021-10-31 18:22:26+00:00,0.00017234848334814678
2021-10-31 10:26:44+00:00,0.0001779334553884524
2021-10-31 01:31:00+00:00,0.0001795658313064753
2021-10-30 23:01:46+00:00,0.00017990802235813084
2021-10-30 17:49:21+00:00,0.00018001342840008453
2021-10-30 16:50:23+00:00,0.00017772479811781368
2021-10-30 05:02:41+00:00,0.0001754107587008795
2021-10-30 03:21:01+00:00,0.00016575224557987446
2021-10-30 03:01:13+00:00,0.00015272655493327154
2021-10-30 02:59:13+00:00,0.00014771365583948884
2021-10-29 23:34:39+00:00,0.00015562236922338912
2021-10-29 23:03:21+00:00,0.00016477654133166506
2021-10-29 23:00:09+00:00,0.0001596681633160598
2021-10-29 22:56:09+00:00,0.00015438874051237268
2021-10-29 15:17:05+00:00,0.0001396509434019689
2021-10-29 13:54:28+00:00,0.0001279090042629858
2021-10-29 13:06:58+00:00,0.00012940544904250899
2021-10-29 10:39:09+00:00,0.00012883359016495024
2021-10-29 01:07:55+00:00,0.00012727529135411885
2021-10-29 00:37:08+00:00,0.00013529848226057883
2021-10-29 00:35:38+00:00,0.0001573146284587296
2021-10-29 00:29:53+00:00,0.00017589805761808813
2021-10-28 19:34:53+00:00,0.0001809107208340883
2021-10-28 18:46:01+00:00,0.00016307419657889398
2021-10-28 16:23:01+00:00,0.0001574629761219129
2021-10-28 14:28:16+00:00,0.000167947722155164
2021-10-28 13:46:23+00:00,0.00017299998819749008
2021-10-28 11:30:41+00:00,0.00017811387973857442
2021-10-28 02:59:00+00:00,0.00017263037673921437
2021-10-28 02:57:33+00:00,0.00016218546113931553
2021-10-28 01:35:59+00:00,0.00015536801629925824
2021-10-28 01:32:08+00:00,0.00015330363925519433
2021-10-28 00:34:15+00:00,0.00015942337853469332
2021-10-27 23:56:41+00:00,0.00016561513724837071
2021-10-27 22:45:35+00:00,0.00016020330950334592
2021-10-27 21:04:13+00:00,0.0001551398196032278
2021-10-27 20:09:45+00:00,0.00015482868723408345
2021-10-27 20:07:24+00:00,0.00015628020122324083
2021-10-27 19:14:16+00:00,0.00015587085243922596
2021-10-27 18:57:19+00:00,0.00016507413231153198
2021-10-27 18:53:19+00:00,0.0001936195567484734
2021-10-27 17:44:34+00:00,0.00021392793363116352
2021-10-27 15:18:44+00:00,0.00021212979707590563
2021-10-27 15:16:57+00:00,0.00021000586707928745
2021-10-27 12:33:44+00:00,0.00022814874599120366
2021-10-27 06:51:41+00:00,0.000243111250774978
2021-10-26 22:45:21+00:00,0.00023949043267802622
2021-10-26 21:57:51+00:00,0.00024335869718554413
2021-10-26 21:01:31+00:00,0.0002454859086458895
2021-10-26 20:42:41+00:00,0.0002452740085194203
